no;kategori_id ;nama;nama _item;stock;harga_beli;harga_jual;promo_price;brand;model;url_shopee;status;error_message;description;specification;image;semua_gambar
12;7;Headset Kabel In-Ear 3.5 mm (Generic);HF SAM ORI;3;;15000;14000;;;;completed;;"Headset Kabel In-Ear 3.5 mm (Generic) merupakan solusi audio sederhana untuk kebutuhan mendengarkan musik atau menerima panggilan telepon. Dengan konektor jack 3.5 mm standar, perangkat ini kompatibel dengan berbagai gadget seperti smartphone, tablet, laptop, atau pemutar musik digital. Desain in-ear yang ringkas membuatnya mudah dibawa kemana saja tanpa memakan banyak tempat.

Jenis headset kabel in-ear ini dirancang untuk memberikan pengalaman audio yang praktis dan langsung pakai. Produk ini sangat berguna untuk menemani aktivitas sehari-hari seperti berolahraga, bepergian, atau bekerja, di mana Anda membutuhkan suara yang jernih tanpa gangguan dari lingkungan sekitar. Bentuknya yang kecil dan ringan juga membuatnya nyaman digunakan dalam waktu lama.";"Produk : Headset Kabel In-Ear 3.5 mm (Generic)
Merek : Generic
Kondisi : Baru
Kategori : Aksesoris Audio

ISI PAKET

* 1 x Headset Kabel In-Ear 3.5 mm (Generic)

KEUNGGULAN

* Desain in-ear yang pas di telinga untuk mengurangi kebisingan luar
* Konektor 3.5 mm universal yang kompatibel dengan banyak perangkat
* Ringan dan portabel, mudah disimpan di saku atau tas";;
13;7;Headset Kabel U19 Plastik;HF U19 PLASTIK;4;;15000;13000;;U19;;completed;;"Headset Kabel U19 Plastik merupakan perangkat audio yang dirancang untuk kebutuhan komunikasi dan hiburan sehari-hari. Dengan material plastik yang ringan, headset ini menawarkan kemudahan dalam penggunaan dan mobilitas. Produk ini hadir sebagai solusi praktis untuk mendengarkan audio atau melakukan panggilan suara.

Headset kabel jenis ini umumnya digunakan untuk berbagai aktivitas seperti mendengarkan musik, menonton video, bermain game, atau berkomunikasi melalui panggilan telepon dan aplikasi pesan. Dengan koneksi kabel, pengguna tidak perlu khawatir tentang daya baterai atau koneksi nirkabel yang terputus. Desainnya yang sederhana membuatnya cocok untuk penggunaan di rumah, kantor, atau saat bepergian.

Menggunakan headset ini memberikan kenyamanan dalam beraktivitas tanpa mengganggu orang lain di sekitar. Suara yang dihasilkan cukup jelas untuk mendengarkan audio atau berbicara dengan lawan bicara. Selain itu, material plastik yang ringan membuat headset tidak membebani kepala saat digunakan dalam waktu lama, sehingga cocok untuk pemakaian harian.";"Produk : Headset Kabel U19 Plastik
Merek : Generic
Kondisi : Baru
Kategori : Audio & Aksesoris / Headset & Earphone

ISI PAKET

* 1 x Headset Kabel U19 Plastik

KEUNGGULAN

* Ringan dan mudah dibawa kemana saja
* Koneksi kabel yang stabil tanpa gangguan sinyal
* Harga terjangkau untuk kebutuhan sehari-hari";;
14;9;Holder Bracket S621;HOLDER BRACKET S621;1;;35000;31000;;S621;;completed;;"Holder Bracket S621 merupakan aksesori pendukung yang dirancang untuk memberikan kemudahan dalam pemasangan berbagai perangkat elektronik atau perlengkapan rumah tangga. Produk ini hadir sebagai solusi praktis untuk kebutuhan penyangga atau dudukan tambahan pada area tertentu. Dengan desain yang fungsional, bracket ini dapat menjadi pilihan tepat untuk menunjang aktivitas sehari-hari.

Holder bracket umumnya digunakan sebagai dudukan atau penyangga untuk menempatkan barang pada permukaan vertikal seperti dinding atau partisi. Produk jenis ini sangat berguna untuk mengatur tata letak ruangan agar lebih rapi dan terorganisir. Penggunaan bracket juga membantu menghemat ruang lantai sehingga area kerja atau ruang keluarga menjadi lebih lega.

Dengan menggunakan holder bracket, Anda dapat memaksimalkan fungsi ruang yang tersedia tanpa perlu melakukan renovasi besar. Produk ini memberikan kemudahan dalam penempatan barang pada posisi yang mudah dijangkau. Selain itu, pemasangan yang relatif sederhana memungkinkan Anda untuk menginstalnya sendiri sesuai kebutuhan.";"Produk : Holder Bracket S621

Merek : Generic

Kondisi : Baru

Kategori : Perangkat Keras / Aksesoris Pemasangan

ISI PAKET

* 1 x Holder Bracket S621

KEUNGGULAN

* Desain praktis yang memudahkan instalasi pada berbagai permukaan
* Material kokoh untuk menopang beban sesuai kapasitas standar
* Hemat tempat dengan memanfaatkan area vertikal yang tersedia";;
15;9;Holder Lipat Metal;HOLDER FOLDING METAL;2;79144;21000;18000;Goojodoq;Stand Holder Lipat Adjustable Anti Slip;https://shopee.co.id/Goojodoq-Stand-Holder-Lipat-Adjustable-Anti-Slip-Untuk-Laptop-Notebook-i.297771167.8380107394;completed;;"Tingkatkan produktivitas Anda dengan Goojodoq Stand Holder Lipat Adjustable Anti Slip, solusi sempurna untuk menjaga postur tubuh tetap ideal saat bekerja atau belajar menggunakan laptop. Dirancang dengan material berkualitas, stand ini tidak hanya meninggikan layar ke posisi mata yang lebih nyaman, tetapi juga membantu sirkulasi udara untuk mencegah perangkat Anda dari panas berlebih.

Produk inovatif dari brand Goojodoq ini hadir dengan desain lipat yang sangat praktis dan mudah dibawa kemana saja. Terbuat dari kombinasi ABS, Aluminium, dan Plastik yang kokoh, stand ini menjamin kestabilan maksimal untuk laptop atau notebook Anda. Dengan permukaan yang dilengkapi bantalan anti slip, perangkat Anda akan aman dari risiko tergelincir saat digunakan.

Baik untuk bekerja di kafe, meeting di kantor, atau belajar di rumah, stand ini sangat serbaguna dan cocok untuk laptop serta tablet ukuran 11 hingga 17 inci. Manfaat utamanya adalah mengurangi ketegangan pada leher dan punggung, serta meningkatkan aliran udara di bawah laptop untuk performa yang lebih optimal dan tahan lama.";"Merek : Goojodoq
Model : Tidak tersedia
Jenis : Stand Holder Lipat
Fungsi : Adjustable (dapat diatur sudut kemiringan)
Fitur : Anti Slip, Lipat

KOMPATIBILITAS (jika relevan)

Laptop/Notebook berbagai merek
Tablet (jika ukuran sesuai)

ISI PAKET

* 1 x Goojodoq Stand Holder Lipat Adjustable Anti Slip Untuk Laptop/Notebook

KEUNGGULAN

* Desain lipat portabel yang mudah dibawa dan disimpan, cocok untuk mobilitas tinggi
* Adjustable (dapat diatur) untuk menyesuaikan ketinggian dan sudut pandang terbaik
* Material anti slip pada permukaan menjaga laptop tetap stabil dan aman
* Konstruksi kokoh dari Aluminium dan ABS yang tahan lama untuk penggunaan jangka panjang";img_8ab7e1ef_1782322479_0.jpg;
16;9;Holder Motor Aluminium;HOLDER MOTOR ALUMINIUM;1;;41000;37000;;;;completed;;"Holder Motor Aluminium ini merupakan aksesori fungsional yang dirancang untuk memberikan solusi praktis dalam menyimpan atau membawa perangkat Anda saat berkendara. Terbuat dari material aluminium yang ringan namun cukup kokoh, produk ini hadir untuk memenuhi kebutuhan dasar para pengendara motor. Dengan desain yang simpel, holder ini siap membantu aktivitas mobilitas Anda sehari-hari.

Produk jenis ini umumnya digunakan sebagai dudukan atau tempat penyimpanan tambahan pada motor, baik untuk meletakkan ponsel, botol minum, atau barang kecil lainnya. Kegunaan utamanya adalah untuk menjaga barang bawaan tetap terjangkau dan aman selama perjalanan, sehingga Anda tidak perlu repot mencari tempat penyimpanan. Holder motor aluminium ini menjadi pilihan praktis bagi mereka yang kerap beraktivitas di luar ruangan dan membutuhkan akses cepat ke barang bawaan.

Dengan menggunakan holder ini, Anda bisa lebih fokus saat berkendara karena barang bawaan tertata dengan rapi. Produk ini membantu mengurangi risiko barang terjatuh atau hilang saat motor melaju, memberikan sedikit kenyamanan tambahan dalam perjalanan. Selain itu, material aluminiumnya yang ringan tidak akan membebani motor dan mudah dipasang sesuai kebutuhan.";"Produk : Holder Motor Aluminium
Merek : Generic
Kondisi : Baru
Kategori : Aksesoris Motor

ISI PAKET

* 1 x Holder Motor Aluminium

KEUNGGULAN

* Material aluminium ringan dan cukup kokoh untuk penggunaan harian
* Desain praktis yang memudahkan akses ke barang bawaan saat berkendara
* Pemasangan mudah dan serbaguna untuk berbagai kebutuhan penyimpanan";;
17;2;Kabel Data RSBC100;KD RSBC100;20;;13000;12000;;RSBC100;;completed;;"Kabel Data RSBC100 merupakan perangkat pendukung yang dirancang untuk menghubungkan berbagai perangkat elektronik Anda. Produk ini hadir sebagai solusi praktis untuk kebutuhan transfer data dan pengisian daya. Dengan harga yang terjangkau, kabel ini menjadi pilihan ekonomis untuk penggunaan sehari-hari.

Kabel data adalah aksesori esensial yang berfungsi sebagai penghubung antara perangkat seperti smartphone, tablet, atau gadget lainnya ke sumber daya listrik atau komputer. Kegunaan utamanya adalah untuk mentransfer file, seperti foto, video, atau dokumen, serta untuk mengisi ulang baterai perangkat. Produk seperti RSBC100 umumnya digunakan di rumah, kantor, atau saat bepergian untuk menjaga perangkat tetap terisi daya dan terhubung.

Dengan menggunakan kabel data ini, Anda dapat melakukan pengisian daya dan transfer data secara bersamaan, sehingga menghemat waktu. Desainnya yang sederhana memudahkan Anda untuk menyimpannya tanpa memakan banyak tempat. Kabel ini juga membantu mengurangi kebutuhan akan beberapa kabel terpisah, menjadikannya solusi all-in-one yang praktis.";"Produk : Kabel Data RSBC100
Merek : RedSkull
Kondisi : Baru
Kategori : Kabel Data & Charger

ISI PAKET
* 1 x Kabel Data RSBC100

KEUNGGULAN

* Mendukung fungsi pengisian daya dan transfer data secara bersamaan
* Desain ringkas dan portabel, mudah dibawa ke mana saja
* Kompatibel dengan berbagai perangkat yang memiliki port yang sesuai";;
18;2;Kabel Data RSBM100;KDRSBM100;20;;12000;11000;;RSBM100;;completed;;"Kabel Data RSBM100 adalah solusi praktis untuk kebutuhan transfer data dan pengisian daya perangkat elektronik Anda. Dirancang dengan material berkualitas, kabel ini menawarkan performa yang stabil untuk aktivitas digital sehari-hari. Produk ini hadir untuk memudahkan konektivitas antara perangkat Anda dengan sumber daya atau perangkat lainnya.

Kabel data merupakan aksesori esensial yang digunakan untuk menghubungkan smartphone, tablet, atau perangkat lain ke komputer, charger, atau power bank. Fungsinya tidak hanya untuk mentransfer file seperti foto, video, dan dokumen, tetapi juga untuk mengisi ulang baterai perangkat. Dengan panjang yang ergonomis, kabel ini memberikan fleksibilitas saat digunakan di rumah, kantor, atau saat bepergian.

Menggunakan Kabel Data RSBM100 memberikan kemudahan dalam mengelola data dan menjaga perangkat tetap terisi daya. Desainnya yang ringkas membuatnya mudah dibawa kemana-mana tanpa memakan banyak tempat. Kabel ini juga membantu mengurangi risiko putus atau rusak akibat tekukan berulang, sehingga lebih tahan lama untuk pemakaian jangka panjang.";"Produk : Kabel Data RSBM100
Merek : RedSkull
Kondisi : Baru
Kategori : Aksesoris Ponsel & Tablet / Kabel Data

ISI PAKET

* 1 x Kabel Data RSBM100

KEUNGGULAN

* Koneksi stabil dan cepat untuk transfer data dan pengisian daya
* Desain fleksibel dan ringan, mudah dibawa bepergian
* Material isolasi yang cukup kuat untuk melindungi kabel dari kerusakan";;
19;2;Kabel Data VBUS USB-C to USB-C;KD VBUS C TO C;5;;31000;27000;;VBUS USB-C to USB-C;;completed;;"Kabel Data VBUS USB-C to USB-C merupakan kabel multifungsi yang dirancang untuk kebutuhan pengisian daya dan transfer data pada perangkat modern yang menggunakan port USB Type-C. Cocok digunakan untuk smartphone, tablet, laptop, power bank, hingga perangkat elektronik lainnya yang telah menggunakan konektor USB-C.

Dengan desain yang kuat dan fleksibel, kabel ini memberikan koneksi yang stabil untuk aktivitas charging maupun sinkronisasi data sehari-hari. Mendukung pengisian daya pada perangkat yang kompatibel sehingga membantu aktivitas penggunaan perangkat menjadi lebih praktis.

Solusi praktis untuk pengguna perangkat USB Type-C yang membutuhkan kabel berkualitas dengan harga terjangkau.";"Merek : VBUS
Jenis : Kabel Data dan Charging
Tipe Konektor : USB Type-C ke USB Type-C
Fungsi : Pengisian Daya dan Transfer Data
Material : Kabel Fleksibel dan Tahan Lama
Koneksi : USB-C Male to USB-C Male
Instalasi : Plug and Play
Kompatibilitas : Perangkat dengan port USB Type-C

KOMPATIBILITAS

* Smartphone Android USB Type-C
* Tablet USB Type-C
* Laptop USB Type-C
* Power Bank USB Type-C
* Nintendo Switch
* Perangkat lain yang menggunakan USB Type-C

KEUNGGULAN

* Mendukung charging dan transfer data
* Koneksi stabil dan responsif
* Desain kuat dan fleksibel
* Cocok untuk berbagai perangkat USB-C
* Mudah dibawa dan digunakan sehari-hari

ISI PAKET

* 1 x Kabel Data VBUS USB-C to USB-C";;
20;2;Kabel Data VBUS Lightning, Kompatibel iPhone;KD VBUS IPHONE;5;;24000;22000;VBUS;Lightning;;completed;;"Kabel Data VBUS Lightning dirancang untuk memenuhi kebutuhan pengisian daya dan transfer data pada perangkat Apple yang menggunakan konektor Lightning. Dengan material yang kuat dan konektor yang presisi, kabel ini mampu memberikan koneksi yang stabil untuk aktivitas sehari-hari.

Cocok digunakan untuk mengisi daya iPhone, iPad, maupun perangkat lain yang menggunakan port Lightning. Selain untuk charging, kabel ini juga dapat digunakan untuk sinkronisasi dan transfer data antara perangkat Apple dengan komputer atau laptop.

Desain kabel yang fleksibel membuatnya nyaman digunakan di rumah, kantor, maupun saat bepergian.";"Merek : VBUS
Jenis : Kabel Data dan Charging
Konektor : USB ke Lightning
Fungsi : Pengisian Daya dan Transfer Data
Material : Kabel Fleksibel dan Tahan Lama
Kompatibilitas : Perangkat Apple dengan port Lightning
Penggunaan : Charging dan Sinkronisasi Data
Instalasi : Plug and Play

KOMPATIBILITAS

* iPhone
* iPad
* iPod
* Perangkat lain yang menggunakan konektor Lightning

ISI PAKET

* 1 x Kabel Data VBUS Lightning";;
21;10;Sarung Jari Gaming;SARUNG JARI GAMING;1;;6000;5500;;;;completed;;"Sarung Jari Gaming merupakan aksesori yang dirancang untuk meningkatkan kenyamanan dan performa saat bermain game, terutama pada perangkat layar sentuh. Produk ini membantu menjaga kebersihan layar dan memberikan pengalaman bermain yang lebih responsif. Dengan harga yang terjangkau, sarung jari ini menjadi solusi praktis bagi para gamer.

Sarung jari gaming biasanya terbuat dari bahan konduktif yang memungkinkan sentuhan tetap terdeteksi oleh layar smartphone atau tablet. Fungsinya adalah untuk mengurangi gesekan langsung antara jari dan layar, sehingga gerakan menjadi lebih licin dan presisi. Produk ini sangat berguna untuk game yang membutuhkan banyak gesekan, seperti game tembak-menembak atau battle royale, serta untuk penggunaan sehari-hari seperti scrolling atau mengetik.

Manfaat utama menggunakan sarung jari gaming adalah mengurangi kelelahan jari saat bermain dalam waktu lama. Permukaan yang halus membantu jari meluncur lebih mudah di layar, sehingga respons game menjadi lebih cepat. Selain itu, produk ini juga melindungi layar dari minyak dan kotoran yang menempel dari jari, menjaga kebersihan perangkat Anda.";"Produk : Sarung Jari Gaming
Merek : Generic
Kondisi : Baru
Kategori : Aksesoris Gaming

ISI PAKET

* 1 x Sarung Jari Gaming

KEUNGGULAN

* Bahan konduktif yang kompatibel dengan layar sentuh
* Desain ringan dan elastis, nyaman dipakai dalam waktu lama
* Membantu mengurangi gesekan dan meningkatkan presisi gerakan";;
22;3;Charger Foomee CC27S;TC FOOMEE CC27S;1;;42000;38000;Foomee;CC27S;;completed;;"Charger Foomee CC27S adalah perangkat pengisi daya yang dirancang untuk memenuhi kebutuhan pengisian baterai perangkat elektronik Anda. Produk dari brand Foomee ini menawarkan solusi praktis untuk menjaga perangkat Anda tetap menyala sepanjang hari. Dengan harga yang terjangkau, charger ini menjadi pilihan tepat untuk penggunaan sehari-hari.

Charger merupakan aksesori penting yang digunakan untuk mengisi ulang daya baterai pada smartphone, tablet, atau perangkat elektronik lainnya. Produk ini berfungsi sebagai penghubung antara sumber listrik dan perangkat Anda, memastikan transfer energi yang stabil dan aman. Dengan menggunakan charger yang sesuai, Anda dapat mengoptimalkan waktu penggunaan perangkat tanpa khawatir kehabisan daya.

Menggunakan Charger Foomee CC27S memberikan kemudahan dalam proses pengisian daya. Anda dapat mengisi baterai perangkat dengan lebih efisien, sehingga waktu tunggu menjadi lebih singkat. Selain itu, charger ini membantu menjaga performa baterai tetap optimal dalam jangka panjang, mendukung aktivitas harian Anda yang membutuhkan perangkat selalu siap pakai.";"Produk : Charger Foomee CC27S
Merek : Foomee
Kondisi : Baru
Kategori : Charger & Adaptor

ISI PAKET

* 1 x Charger Foomee CC27S

KEUNGGULAN

* Desain ringkas dan portabel untuk mobilitas tinggi
* Kompatibel dengan berbagai perangkat elektronik standar
* Proses pengisian daya yang stabil dan aman";;
23;3;Charger Robot RTK7S;TC ROBOT RTK7S;1;;41000;37000;Robot;RTK7S;;completed;;"Charger Robot RTK7S dari brand Robot adalah perangkat pengisi daya yang dirancang untuk mendukung peralatan robotik atau perangkat elektronik portabel Anda. Produk ini menawarkan solusi pengisian daya yang praktis dan efisien untuk menunjang aktivitas sehari-hari. Dengan harga yang terjangkau, Charger Robot RTK7S menjadi pilihan tepat untuk kebutuhan perangkat Anda.

Charger Robot RTK7S merupakan jenis charger yang umum digunakan untuk mengisi daya baterai pada perangkat elektronik seperti robot pembersih, peralatan rumah tangga, atau gadget lainnya. Fungsinya adalah untuk mengalirkan listrik secara stabil ke perangkat Anda, memastikan baterai terisi penuh dengan aman. Produk ini sangat berguna bagi Anda yang memiliki perangkat robotik atau elektronik yang membutuhkan pengisian daya secara rutin.

Dengan menggunakan Charger Robot RTK7S, Anda dapat menikmati kemudahan dalam mengisi daya perangkat tanpa khawatir akan masalah kompatibilitas. Produk ini membantu menjaga performa baterai perangkat Anda tetap optimal dengan pengisian yang stabil. Selain itu, desainnya yang ringkas memudahkan Anda untuk menyimpannya di mana saja.";"Produk : Charger Robot RTK7S
Merek : Robot
Kondisi : Baru
Kategori : Charger / Adaptor

ISI PAKET

* 1 x Charger Robot RTK7S

KEUNGGULAN

* Kompatibel dengan berbagai perangkat elektronik dan robotik
* Proses pengisian daya yang stabil dan efisien
* Desain ringkas dan mudah dibawa bepergian";;
24;3;Charger Robot RTK7SC;TC ROBOT RTK7SC;1;;41000;37000;Robot;RTK7SC;;completed;;"Charger Robot RTK7SC adalah perangkat pengisi daya yang dirancang untuk mendukung kebutuhan kelistrikan perangkat elektronik Anda. Produk dari brand Robot ini menawarkan solusi pengisian daya yang praktis dan efisien untuk penggunaan sehari-hari. Dengan desain yang fungsional, charger ini hadir untuk mempermudah aktivitas Anda.

Charger merupakan aksesori penting yang berfungsi untuk mengisi ulang daya baterai perangkat elektronik seperti ponsel, tablet, atau gadget lainnya. Produk jenis ini umumnya digunakan untuk memastikan perangkat tetap menyala dan siap digunakan kapan pun diperlukan. Charger Robot RTK7SC cocok digunakan di rumah, kantor, atau saat bepergian untuk menjaga perangkat Anda tetap terisi daya.

Dengan menggunakan charger ini, Anda dapat mengisi daya perangkat dengan lebih praktis tanpa perlu khawatir kehabisan baterai di tengah aktivitas. Produk ini membantu menjaga produktivitas Anda dengan memastikan perangkat selalu siap pakai. Selain itu, desainnya yang ringkas memudahkan penyimpanan dan mobilitas.";"Produk : Charger Robot RTK7SC
Merek : Robot
Kondisi : Baru
Kategori : Charger / Adaptor

ISI PAKET

* 1 x Charger Robot RTK7SC

KEUNGGULAN

* Kompatibel dengan berbagai perangkat elektronik untuk kebutuhan pengisian daya umum
* Desain ringkas dan portabel, mudah dibawa ke mana saja
* Proses pengisian daya yang stabil dan efisien untuk penggunaan sehari-hari";;
25;3;Charger RSC05 Micro USB;TC RSC05 MICRO;1;;38000;34000;;RSC05;;completed;;"Charger RSC05 Micro USB merupakan aksesoris pengisi daya yang dirancang untuk memenuhi kebutuhan pengisian perangkat elektronik Anda. Dengan konektor Micro USB yang umum digunakan, produk ini menjadi solusi praktis untuk mengisi daya berbagai gadget sehari-hari. Charger ini menawarkan fungsionalitas dasar yang esensial untuk menjaga perangkat Anda tetap aktif.

Charger dengan konektor Micro USB ini umumnya digunakan untuk mengisi daya perangkat seperti smartphone, power bank, speaker portabel, dan berbagai perangkat elektronik lainnya yang masih menggunakan standar konektor Micro USB. Produk ini berfungsi sebagai penghubung antara sumber listrik dan perangkat Anda, memungkinkan transfer daya untuk mengisi baterai. Penggunaan charger yang sesuai sangat penting untuk menjaga performa dan umur panjang baterai perangkat Anda.

Menggunakan Charger RSC05 Micro USB memberikan kemudahan dalam proses pengisian daya perangkat Anda. Dengan desain yang ringkas dan portabel, charger ini mudah dibawa ke mana saja, baik untuk penggunaan di rumah, kantor, maupun saat bepergian. Keandalan produk ini membantu memastikan perangkat Anda siap digunakan setiap saat tanpa hambatan berarti.";"Produk : Charger RSC05 Micro USB
Merek : Generic
Kondisi : Baru
Kategori : Aksesoris HP & Tablet

ISI PAKET

* 1 x Charger RSC05 Micro USB

KEUNGGULAN

* Konektor Micro USB yang kompatibel dengan berbagai perangkat elektronik populer
* Desain ringkas dan portabel untuk kemudahan mobilitas sehari-hari
* Kabel yang cukup fleksibel untuk digunakan dalam berbagai posisi";;
26;3;Charger Vivan C18C;TC VIVAN C18C;1;;75000;68000;Vivan;C18C;;completed;;"Charger Vivan C18C adalah aksesoris pengisian daya yang dirancang untuk memenuhi kebutuhan perangkat elektronik Anda sehari-hari. Produk dari brand Vivan ini hadir sebagai solusi praktis untuk mengisi baterai smartphone atau tablet Anda dengan aman. Dengan harga yang terjangkau, charger ini menjadi pilihan tepat untuk melengkapi perlengkapan digital Anda.

Charger ini merupakan perangkat yang berfungsi untuk mengalirkan listrik dari sumber daya ke perangkat elektronik seperti ponsel. Kegunaan utamanya adalah untuk memastikan baterai perangkat Anda tetap terisi penuh sehingga dapat digunakan secara optimal. Produk ini sangat cocok untuk digunakan di rumah, kantor, atau saat bepergian karena ukurannya yang ringkas.

Dengan menggunakan Charger Vivan C18C, Anda dapat mengisi daya perangkat dengan lebih mudah dan praktis. Produk ini membantu Anda menghindari kehabisan baterai di saat-saat penting. Desainnya yang sederhana membuatnya mudah dibawa kemana-mana tanpa memakan banyak tempat.";"Produk : Charger Vivan C18C
Merek : Vivan
Kondisi : Baru
Kategori : Aksesoris Ponsel & Tablet / Charger & Adaptor

ISI PAKET

* 1 x Charger Vivan C18C

KEUNGGULAN

* Desain ringkas dan mudah dibawa bepergian
* Kompatibel dengan berbagai perangkat elektronik
* Harga ekonomis dengan kualitas terjamin";;
27;9;Pelindung Keyboard Laptop 11 inci;"KEYBOARD PROTECTOR 11"" / PELINDUNG KEYBOARD 11 INCH";5;;10000;7500;;;;completed;;"Pelindung Keyboard Laptop 11 inci adalah aksesori praktis yang dirancang untuk menjaga kebersihan dan fungsi keyboard laptop Anda. Produk ini sangat cocok bagi Anda yang sering bekerja di lingkungan berdebu atau memiliki mobilitas tinggi. Dengan harga yang terjangkau, Anda bisa mendapatkan perlindungan ekstra untuk perangkat kesayangan Anda.

Produk ini merupakan lapisan tipis yang terbuat dari material silikon atau TPU yang elastis dan fleksibel. Fungsinya adalah untuk menutupi seluruh permukaan keyboard laptop, melindunginya dari debu, remah-remah makanan, tumpahan cairan ringan, serta kotoran lainnya. Pelindung ini juga membantu mencegah ausnya karakter pada tuts akibat gesekan jari yang terus-menerus.

Dengan menggunakan pelindung keyboard, Anda dapat menjaga keyboard laptop tetap bersih dan berfungsi optimal dalam jangka waktu yang lebih lama. Produk ini mudah dipasang dan dilepas, sehingga Anda bisa membersihkannya secara berkala. Selain itu, teksturnya yang tipis tidak mengganggu kenyamanan mengetik, sehingga aktivitas Anda tetap lancar.";"Produk : Pelindung Keyboard Laptop 11 inci

Merek : Generic

Kondisi : Baru

Kategori : Aksesoris Laptop

ISI PAKET

* 1 x Pelindung Keyboard Laptop 11 inci

KEUNGGULAN

* Melindungi keyboard dari debu, remah, dan cipratan cairan ringan
* Bahan elastis yang mudah dipasang dan dilepas untuk dibersihkan
* Desain tipis yang tidak mengganggu kenyamanan saat mengetik";;
28;9;Pelindung Keyboard Laptop 14 inci;"KEYBOARD PROTECTOR 14"" / PELINDUNG KEYBOARD 14 INCH";10;;12000;11000;;;;completed;;"Pelindung Keyboard Laptop 14 inci merupakan aksesori praktis yang dirancang khusus untuk menjaga kebersihan dan fungsi keyboard laptop Anda. Produk ini hadir sebagai solusi sederhana untuk melindungi area keyboard dari debu, remah makanan, atau tumpahan cairan ringan yang dapat mengganggu kinerja tombol. Dengan harga yang terjangkau, produk ini menjadi pilihan tepat bagi pengguna laptop yang ingin merawat perangkatnya dengan baik.

Produk ini berupa lembaran tipis yang terbuat dari bahan silikon atau plastik fleksibel, disesuaikan dengan ukuran keyboard laptop 14 inci. Kegunaan utamanya adalah sebagai lapisan pelindung yang menutupi seluruh permukaan keyboard, mencegah kotoran masuk ke sela-sela tombol. Selain itu, pelindung ini juga membantu mengurangi risiko kerusakan akibat tumpahan cairan saat bekerja atau belajar di meja makan.

Manfaat utama menggunakan pelindung keyboard ini adalah menjaga kebersihan laptop Anda tetap optimal tanpa perlu sering membersihkan area keyboard. Produk ini juga memudahkan perawatan karena cukup dilepas dan dicuci saat kotor. Dengan pemakaian rutin, usia pakai keyboard laptop Anda dapat lebih terjaga dari keausan akibat debu dan kotoran.";"Produk : Pelindung Keyboard Laptop 14 inci
Merek : Generic
Kondisi : Baru
Kategori : Aksesoris Laptop

ISI PAKET

* 1 x Pelindung Keyboard Laptop 14 inci

KEUNGGULAN

* Melindungi keyboard dari debu dan kotoran sehari-hari
* Mudah dipasang dan dilepas tanpa meninggalkan residu
* Dapat dicuci dan digunakan kembali untuk pemakaian jangka panjang";;
29;1;Mouse Wireless M-Tech SY-7030 + Baterai;Mouse Wireless MTECH Original SY7030 FREE Battery Murah Original Postel;2;;40000;36000;M-Tech;SY-7030;;completed;;"Mouse Wireless M-Tech SY-7030 hadir sebagai solusi praktis untuk menunjang aktivitas komputasi Anda sehari-hari. Produk ini sudah dilengkapi dengan baterai, sehingga Anda dapat langsung menggunakannya tanpa perlu repot mencari sumber daya tambahan. Dengan desain yang ergonomis dan koneksi nirkabel, mouse ini menawarkan kenyamanan dan kebebasan bergerak saat bekerja atau bermain.

Sebagai perangkat input nirkabel, mouse wireless memiliki peran penting dalam mengurangi kekacauan kabel di meja kerja. Produk seperti ini sangat berguna untuk penggunaan laptop, komputer kantor, atau bahkan untuk presentasi, karena memberikan fleksibilitas tanpa batasan jarak kabel yang pendek. Dengan teknologi nirkabel, Anda dapat mengoperasikan komputer dari jarak yang lebih nyaman tanpa khawatir tersangkut kabel.

Menggunakan mouse wireless menawarkan kemudahan dan mobilitas yang lebih tinggi. Anda dapat menyimpannya dengan rapi di dalam tas laptop tanpa perlu menggulung kabel. Selain itu, desainnya yang ringan dan portabel membuatnya ideal untuk menemani Anda bepergian, baik untuk bekerja di kafe, kampus, maupun ruang meeting. Koneksi yang stabil memastikan setiap klik dan gerakan kursor terdeteksi dengan baik.";"Produk : Mouse Wireless M-Tech SY-7030 + Baterai
Merek : M-Tech
Kondisi : Baru
Kategori : Mouse Wireless / Aksesoris Komputer

ISI PAKET

* 1 x Mouse Wireless M-Tech SY-7030 + Baterai

KEUNGGULAN

* Koneksi nirkabel yang mudah digunakan tanpa perlu kabel
* Dilengkapi baterai siap pakai untuk penggunaan langsung
* Desain ergonomis yang nyaman digenggam dalam waktu lama
* Sensor optik presisi untuk pergerakan kursor yang responsif
* Plug and play, tidak perlu instalasi driver rumit";;
